"","species","varval","genus","family","order","class","phylum","kingdom"
"155074","Icterus icterus",62.6666666666667,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155087","Icterus laudabilis",36.9,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155091","Icterus leucopteryx",42.2,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155102","Icterus maculialatus",37.4,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155107","Icterus mesomelas",39.9666666666667,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155120","Icterus nigrogularis",42.525,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155130","Icterus oberi",35.85,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155137","Icterus parisorum",36.3083333333333,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155183","Icterus pectoralis",49.1685714285714,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155201","Icterus prosthemelas",28,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155208","Icterus pustulatus",36.8,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155217","Icterus spurius",20.1142857142857,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155287","Icterus wagleri",41.8,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155292","Icthyophaga humilis",782,"Icthyophaga","Accipitridae","Accipitriformes","Aves","Chordata","Animalia"
"155298","Icthyophaga ichthyaetus",1925.625,"Icthyophaga","Accipitridae","Accipitriformes","Aves","Chordata","Animalia"
"155309","Ictidomys mexicanus",158.563333333333,"Ictidomys","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"155328","Ictidomys tridecemlineatus",190.226,"Ictidomys","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"155392","Ictinaetus malayensis",1028,"Ictinaetus","Accipitridae","Accipitriformes","Aves","Chordata","Animalia"
"155398","Ictinia mississippiensis",281.866666666667,"Ictinia","Accipitridae","Accipitriformes","Aves","Chordata","Animalia"
"155449","Ictinia plumbea",246.0625,"Ictinia","Accipitridae","Accipitriformes","Aves","Chordata","Animalia"
"155470","Ictonyx libycus",383.393333333333,"Ictonyx","Mustelidae","Carnivora","Mammalia","Chordata","Animalia"
"155488","Ictonyx striatus",828.673333333333,"Ictonyx","Mustelidae","Carnivora","Mammalia","Chordata","Animalia"
"155524","Idionycteris phyllotis",12.1883333333333,"Idionycteris","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"155540","Idiopsar brachyurus",43,"Idiopsar","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"155542","Idiurus macrotis",27.23,"Idiurus","Anomaluridae","Rodentia","Mammalia","Chordata","Animalia"
"155548","Idiurus zenkeri",57.875,"Idiurus","Anomaluridae","Rodentia","Mammalia","Chordata","Animalia"
"155553","Iduna aedon",23.88,"Iduna","Acrocephalidae","Passeriformes","Aves","Chordata","Animalia"
"155567","Iduna caligata",9.3875,"Iduna","Acrocephalidae","Passeriformes","Aves","Chordata","Animalia"
"155589","Iduna natalensis",11.22,"Iduna","Acrocephalidae","Passeriformes","Aves","Chordata","Animalia"
"155600","Iduna opaca",10.6944444444444,"Iduna","Acrocephalidae","Passeriformes","Aves","Chordata","Animalia"
"155620","Iduna pallida",10.6944444444444,"Iduna","Acrocephalidae","Passeriformes","Aves","Chordata","Animalia"
"155640","Iduna rama",9.17,"Iduna","Acrocephalidae","Passeriformes","Aves","Chordata","Animalia"
"155661","Iduna similis",11.1,"Iduna","Acrocephalidae","Passeriformes","Aves","Chordata","Animalia"
"155671","Ifrita kowaldi",32.1,"Ifrita","Monarchidae","Passeriformes","Aves","Chordata","Animalia"
"155676","Iguana delicatissima",1999.72668255015,"Iguana","Iguanidae","Squamata","Reptilia","Chordata","Animalia"
"155720","Iguana iguana",1726.93591817792,"Iguana","Iguanidae","Squamata","Reptilia","Chordata","Animalia"
"155814","Ilicura militaris",12.7,"Ilicura","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"155819","Illadopsis albipectus",30.6444444444444,"Illadopsis","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"155833","Illadopsis cleaveri",29.025,"Illadopsis","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"155846","Illadopsis fulvescens",26.1,"Illadopsis","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"155858","Illadopsis puveli",43.04,"Illadopsis","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"155867","Illadopsis pyrrhoptera",24.08125,"Illadopsis","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"155880","Illadopsis rufescens",35.5,"Illadopsis","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"155887","Illadopsis rufipennis",23.3047619042857,"Illadopsis","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"155901","Imantodes cenchoa",181.244991504122,"Imantodes","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"155917","Imantodes lentiferus",153.666666666667,"Imantodes","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"155926","Incaspiza laeta",22,"Incaspiza","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"155931","Incaspiza ortizi",32.5,"Incaspiza","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"155939","Incaspiza personata",33.25,"Incaspiza","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"155944","Incaspiza pulchra",27.6,"Incaspiza","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"155949","Incaspiza watkinsi",20.4,"Incaspiza","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"155953","Incilius alvarius",175.375,"Incilius","Bufonidae","Anura","Amphibia","Chordata","Animalia"
"155992","Indicator archipelagicus",32.4,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"155996","Indicator conirostris",29.095,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156016","Indicator exilis",18.23,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156035","Indicator indicator",51.5071428571429,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156051","Indicator maculatus",48.075,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156059","Indicator meliphilus",16.4,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156075","Indicator minor",28.0642857142857,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156091","Indicator pumilio",13.39,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156101","Indicator variegatus",48.0916666666667,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156116","Indicator willcocksi",17.98,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156129","Indicator xanthonotus",30.45,"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Animalia"
"156136","Indopacetus pacificus",1504000,"Indopacetus","Hyperoodontidae","Cetacea","Mammalia","Chordata","Animalia"
"156144","Indotestudo elongata",1150,"Indotestudo","Testudinidae","Testudines","Reptilia","Chordata","Animalia"
"156161","Indotestudo forstenii",1326.66666666667,"Indotestudo","Testudinidae","Testudines","Reptilia","Chordata","Animalia"
"156187","Indotestudo travancorica",1150,"Indotestudo","Testudinidae","Testudines","Reptilia","Chordata","Animalia"
"156206","Indri indri",8241.74,"Indri","Indriidae","Primates","Mammalia","Chordata","Animalia"
"156225","Inezia caudata",8.65,"Inezia","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"156230","Inezia inornata",12,"Inezia","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"156232","Inezia subflava",8.5875,"Inezia","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"156241","Inezia tenuirostris",5,"Inezia","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"156243","Inia geoffrensis",119243.076,"Inia","Iniidae","Cetacea","Mammalia","Chordata","Animalia"
"156290","Insulasaurus arborens",2.22453028834239,"Insulasaurus","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"156307","Intellagama lesueurii",344.214296129863,"Intellagama","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"156386","Iodopleura fusca",15.3,"Iodopleura","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"156391","Iodopleura isabellae",20,"Iodopleura","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"156395","Iodopleura pipra",10.05,"Iodopleura","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"156399","Iole palawanensis",26.8,"Iole","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"156403","Iole propinqua",25.9,"Iole","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"156405","Iomys horsfieldii",165.555,"Iomys","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"156420","Iomys sipora",139.805,"Iomys","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"156433","Iphisa elegans",0.99175461357549,"Iphisa","Gymnophthalmidae","Squamata","Reptilia","Chordata","Animalia"
"156446","Irania gutturalis",23.1333333333333,"Irania","Muscicapidae","Passeriformes","Aves","Chordata","Animalia"
"156460","Irediparra gallinacea",106.6375,"Irediparra","Jacanidae","Charadriiformes","Aves","Chordata","Animalia"
"156477","Irena cyanogastra",80.3,"Irena","Irenidae","Passeriformes","Aves","Chordata","Animalia"
"156481","Irena puella",66.85,"Irena","Irenidae","Passeriformes","Aves","Chordata","Animalia"
"156492","Irenomys tarsalis",43.15,"Irenomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"156497","Iridophanes pulcherrimus",15.65,"Iridophanes","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"156503","Iridosornis analis",27.5,"Iridosornis","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"156508","Iridosornis jelskii",23,"Iridosornis","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"156513","Iridosornis reinhardti",26.6333333333333,"Iridosornis","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"156519","Iridosornis rufivertex",25.45,"Iridosornis","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"156524","Isleria guttata",11,"Isleria","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"156528","Isleria hauxwelli",10.7,"Isleria","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"156533","Isoodon auratus",508.885,"Isoodon","Peramelidae","Peramelemorphia","Mammalia","Chordata","Animalia"
"156590","Isoodon macrourus",1558.53857142857,"Isoodon","Peramelidae","Peramelemorphia","Mammalia","Chordata","Animalia"
"156642","Isoodon obesulus",727.537142857143,"Isoodon","Peramelidae","Peramelemorphia","Mammalia","Chordata","Animalia"
"156679","Isopachys gyldenstolpei",8.91250938133745,"Isopachys","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"156687","Isothrix bistriata",444.99,"Isothrix","Echimyidae","Rodentia","Mammalia","Chordata","Animalia"
"156691","Isothrix negrensis",1,"Isothrix","Echimyidae","Rodentia","Mammalia","Chordata","Animalia"
"156694","Isothrix pagurus",210,"Isothrix","Echimyidae","Rodentia","Mammalia","Chordata","Animalia"
"156697","Isothrix sinnamariensis",291.73,"Isothrix","Echimyidae","Rodentia","Mammalia","Chordata","Animalia"
"156700","Isthmomys flavidus",1,"Isthmomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"156703","Isthmomys pirrensis",137.836666666667,"Isthmomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"156713","Ithaginis cruentus",547,"Ithaginis","Phasianidae","Galliformes","Aves","Chordata","Animalia"
"156732","Ixobrychus cinnamomeus",126.5,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156742","Ixobrychus dubius",140.857142857143,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156765","Ixobrychus eurhythmus",139,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156776","Ixobrychus exilis",82.3914285714286,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156794","Ixobrychus involucris",77.7,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156805","Ixobrychus minutus",132.408333333333,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156846","Ixobrychus novaezelandiae",140.857142857143,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156869","Ixobrychus sinensis",97.075,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156884","Ixobrychus sturmii",141.6,"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia"
"156900","Ixonotus guttatus",35.5,"Ixonotus","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"156908","Ixoreus naevius",79.7366666666667,"Ixoreus","Turdidae","Passeriformes","Aves","Chordata","Animalia"
"156961","Ixos malaccensis",37.3,"Ixos","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"156966","Ixos mcclellandii",32.5,"Ixos","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"156971","Jabiru mycteria",6209.8,"Jabiru","Ciconiidae","Ciconiiformes","Aves","Chordata","Animalia"
"156997","Jabouilleia naungmungensis",35.5,"Jabouilleia","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"157001","Jacamerops aureus",62.9,"Jacamerops","Galbulidae","Galbuliformes","Aves","Chordata","Animalia"
"157005","Jacana jacana",126.276923076923,"Jacana","Jacanidae","Charadriiformes","Aves","Chordata","Animalia"
"157030","Jacana spinosa",123.935,"Jacana","Jacanidae","Charadriiformes","Aves","Chordata","Animalia"
"157051","Jaculus blanfordi",1,"Jaculus","Dipodidae","Rodentia","Mammalia","Chordata","Animalia"
"157058","Jaculus jaculus",65.6,"Jaculus","Dipodidae","Rodentia","Mammalia","Chordata","Animalia"
"157112","Jaculus orientalis",137.0325,"Jaculus","Dipodidae","Rodentia","Mammalia","Chordata","Animalia"
"157137","Janetaescincus braueri",0.055,"Janetaescincus","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"157143","Janetaescincus veseyfitzgeraldi",-0.33,"Janetaescincus","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"157147","Japalura chapaensis",8.974,"Japalura","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"157173","Japalura kumaonensis",4.09,"Japalura","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"157192","Japalura micangshanensis",7.94328234724282,"Japalura","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"157200","Japalura polygonata",4.26579518801593,"Japalura","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"157212","Japalura splendida",8.7096358995608,"Japalura","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"157220","Japalura swinhonis",7.54277969197734,"Japalura","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"157253","Jubula lettii",183,"Jubula","Strigidae","Strigiformes","Aves","Chordata","Animalia"
"157257","Juliomys pictipes",22.9,"Juliomys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia"
"157260","Junco hyemalis",19.4673913043478,"Junco","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"157350","Junco insularis",19.265,"Junco","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"157383","Junco phaeonotus",20.2857142857143,"Junco","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"157426","Junco vulcani",28,"Junco","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"157430","Juscelinomys candango",97.29,"Juscelinomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"157432","Jynx ruficollis",52.375,"Jynx","Picidae","Piciformes","Aves","Chordata","Animalia"
"157456","Jynx torquilla",35.811458333125,"Jynx","Picidae","Piciformes","Aves","Chordata","Animalia"
"157529","Kadarsanomys sodyi",1,"Kadarsanomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"157533","Kakamega poliothorax",35.28375,"Kakamega","Arcanatoridae","Passeriformes","Aves","Chordata","Animalia"
"157543","Kaloula pulchra",30.6799966666667,"Kaloula","Microhylidae","Anura","Amphibia","Chordata","Animalia"
"157573","Kannabateomys amblyonyx",529.995,"Kannabateomys","Echimyidae","Rodentia","Mammalia","Chordata","Animalia"
"157582","Karusasaurus jordani",40.6,"Karusasaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"157592","Karusasaurus polyzonus",42.3029396538292,"Karusasaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"157606","Kassina senegalensis",3.00999433333333,"Kassina","Hyperoliidae","Anura","Amphibia","Chordata","Animalia"
"157627","Kaupifalco monogrammicus",277.5,"Kaupifalco","Accipitridae","Accipitriformes","Aves","Chordata","Animalia"
"157658","Kenopia striata",19.9,"Kenopia","Pellorneidae","Passeriformes","Aves","Chordata","Animalia"
"157663","Kentropyx altamazonica",20.6413970501946,"Kentropyx","Teiidae","Squamata","Reptilia","Chordata","Animalia"
"157682","Kentropyx calcarata",22.6330528464208,"Kentropyx","Teiidae","Squamata","Reptilia","Chordata","Animalia"
"157719","Kentropyx pelviceps",27.3819701539917,"Kentropyx","Teiidae","Squamata","Reptilia","Chordata","Animalia"
"157755","Kentropyx striata",13.6672591531388,"Kentropyx","Teiidae","Squamata","Reptilia","Chordata","Animalia"
"157793","Kentropyx vanzoi",3.9,"Kentropyx","Teiidae","Squamata","Reptilia","Chordata","Animalia"
"157801","Kerivoula argentata",10.11,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157804","Kerivoula flora",6.01,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157808","Kerivoula hardwickii",4.55,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157812","Kerivoula lanosa",6.88666666666667,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157822","Kerivoula minuta",2.03,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157825","Kerivoula muscina",5.29,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157828","Kerivoula papillosa",10.21,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157832","Kerivoula pellucida",4.14,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157835","Kerivoula phalaena",3.03,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157838","Kerivoula picta",4.5,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157842","Kerivoula whiteheadi",3.29,"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"157845","Kerodon rupestris",856.64375,"Kerodon","Caviidae","Rodentia","Mammalia","Chordata","Animalia"
"157888","Ketupa flavipes",2315,"Ketupa","Strigidae","Strigiformes","Aves","Chordata","Animalia"
"157892","Ketupa ketupu",1293,"Ketupa","Strigidae","Strigiformes","Aves","Chordata","Animalia"
