;;MVB17704;f;135,2;3,4;;
Prioniturus;montanus;USNM488295;m;;3,7;;
Prioniturus;platurus;USNM612220;m;;5,15;;
;;USNM612221;f;;4,75;;
;;USNM224918;f;;4;;
Probosciger;aterrimus;USNM615002;m;;23;;
;;USNM346724;m;;18,75;;
;;SAMB48439;f;;20,5;;
;;USNM292969;f;;16;;
Prosopeia;personata;AMS1458;;;7,1;;
Prosopeia;splendens;AMS1581;;;5,8;;
;;USNM614998;m;;6,05;;
Prosopeia;tabuensis korensis;USNM614999;f;;5,3;;
Psephotus;chrysopterygius;MVB20320;m;37,2;1,5;;
;;SAMB37559;f;;1,3;;
Psephotus;dissimilis;MVB20317;m;;1,8;;
;;MVB20318;f;30;1,65;;
;;SAMB48426;f;;1,7;;
Psephotus;haematonotus;ANWC23790;m;70;1,95;;
;;ANWC23784;m;55;2;;
;;ANWC23791;m;65;2,35;;
;;ANWC23782;m;57;1,95;;
;;ANWC23788;m;74;1,9;;
;;AMO66379;m;65;2,1;;
;;AMO66380;m;;2,495;;
;;ANWC23783;f;57;1,85;;
;;MVB10095;f;;1,95;;
;;SAMB45768;f;;1,7;;
;;SAMB38512;f;;1,5;;
;;SAMB48903;f;;1,8;;
;;AMO65429;f;51;2,15;;
Psephotus;varius;ANWC20767;m;59;1,3;;
;;MVB11048;m;60,6;1,7;;
;;MVB20774;m;;2;;
;;MVB9312;m;60;2,1;;
;;MVB17872;m;45;1,85;;
;;MVB17828;m;;2,2;;
;;ANWC44550;f;54,5;1,75;;
;;MVB20003;f;60;1,7;;
;;SAMB48458;f;;1,7;;
Pseudeos;fuscata;USNM590523;f;;4,2;;
Psittacella;brehmii;BPBM AA12521;;;3,05;;
Psittacella;madaranszi;BPBM PS132;;;2;;
Psittacella;picta;BPBM AA12526;;;2,55;;
;;BPBM AA12523;;;2,2;;
Psittacula;alexandri;USNM223845;m;;4,6;;
;;USNM343238;f;;3,8;;
;;USNM226897;;;4,6;;
Psittacula;columboides;USNM614249;m;;3,55;;
;;USNM614248;f;90;3,3;;
Psittacula;cyanocephala;USNM489399;m;;2,7;;
;;USNM559098;m;60;2,65;;
Psittacula;derbiana;MVB20638;;;6,1;;
Psittacula;eupatria;MV2302;;;5,95;;
;;USNM344869;m;;6,7;;
;;USNM343237;f;;4,9;;
;;USNM343048;m;;5,95;;
;;USNM318074;m;;5,9;;
Psittacula;krameri;ANWC23828;m;105,9;3,8;;
;;USNM620354;m;;3,95;;
;;USNM620355;m;;3,85;;
;;USNM345236;m;;4,2;;
;;USNM321976;f;140;3,4;;
;;USNM491419;f;129,1;3,75;;
;;USNM347704;f;;3,65;;
Psittacula;longicauda;USNM292881;m;;3,7;;
;;USNM321537;;;3,8;;
Psittaculirostris;edwardsii;USNM611652;m;;3,15;;
;;USNM608091;m;73,2;3,4;;
;;USNM611653;f;;3,2;;
;;USNM608092;f;108,1;3,3;;
Psittacus;erithacus;USNM226149;m;;8,25;;
;;USNM291084;m;;10,05;;
;;ANWC23823;f;;8,6;;
;;ANWC23822;f;;8,8;;
;;ANWC23821;f;;8,7;;
;;USNM291085;f;;9,9;;
;;USNM319906;f;;9,75;;
;;USNM430708;f;;9,75;;
;;USNM344797;f;;8,95;;
;;AMO57138;;;8,45;;
;;AMO57139;;;8,3;;
Psitteuteles;versicolor;ANWC23690;f;57;1,9;;
;;MVB20007;f;56;1,8;;
;;MV1271;m;;2,15;;
Psittrichas;fulgidus;USNM344598;f;;7,8;;
Purpuriecephalus;varius;MVB8636;m;;3,4;;
;;MVB12944;m;114,8;3,2;;
;;ANWC23734;f;;3,85;;
;;QMO28250;f;84,5;3,5;;
Pyrrhura;frontalis;ANWC23830;f;49;2;;
;;USNM227381;f;;2,6;;
;;USNM502285;f;;2,75;;
;;USNM490028;m;;3,3;;
;;USNM561281;m;;3,05;;
Pyrrhura;hoffmanni;USNM429773;m;;3,6;;
;;USNM431167;m;;3,4;;
Pyrrhura;melanura;USNM428890;f;;3,4;;
;;USNM428856;m;;3,15;;
Pyrrhura;perlata;USNM345871;f;;2,9;;
;;USNM345870;m;;2,9;;
Pyrrhura;picta;USNM322166;f;;2,35;;
;;USNM344085;m;;2,55;;
Strigops;habroptilus;MVS6215;f?;;16,5;;
;;SAMB5048;;;16,25;;
;;USNM18275;m?;;13,5;;
Trichoglossus;chlorolepidotus;MVB13194;m;;3,05;;
;;QMO27870;m;82;2,75;;
;;QMO26506;m;73;2,95;;
;;AMO67628;m;98,3;3,15;;
;;MVB20422;f;80;2,95;;
;;QMO16066;f;;3;;
;;AMO60439;f;60;3,4;;
Trichoglossus;haematodus;ANWC39299;m;174;3,45;;
;;MVB12909;m;92,2;3,8;;
;;MVB12858;m;;3,7;;
;;MVB14153;m;;4;;
;;MVB20268;m;116;3,6;;
;;ANWC23662;f;99;3,1;;
;;MVB19990;f;110;3,6;;
;;MVB14152;f;;3,3;;
;;MVB17875;f;;3,9;;
;;AMO67044;f;105;3,4;;
Trichoglossus;ornatus;USNM344601;m;;3,75;;
;;USNM335031;m;;3,45;;
;;USNM344718;f;;3,4;;
;;USNM344603;f;;3,4;;
;;USNM344682;f;;3,4;;
;;USNM344602;f;;3,45;;
;;USNM345032;f;;3,4;;
Trichoglossus;rubritorquatus;MVB20357;m;128;3,4;;
;;USNM347653;m;;4,2;;
;;MVB20183;f;122;3,3;;
;;USNM347655;f;;3,4;;
